time,outletId,workStationId,userId,bill,action,url
13:59:58,Imperial Kitcehn DH(1002),0001,IT Melanie(1),,Add Qty 3 items,http://localhost:4850/#/items
14:01:36,Imperial Kitcehn DH(1002),0001,IT Melanie(1),,Add 50 Qty from 2 items  ,http://localhost:4850/#/items
14:02:21,Imperial Kitcehn DH(1002),0001,IT Melanie(1),,Go to Report Transaction,http://localhost:4850/#/tables
14:02:24,Imperial Kitcehn DH(1002),0001,IT Melanie(1),,Go to Report Transaction,http://localhost:4850/#/tables
14:19:49,Imperial Kitcehn DH(1002),0001,IT Melanie(1),,Go to Report Transaction,http://localhost:4850/#/tables
14:19:56,Imperial Kitcehn DH(1002),0001,IT Melanie(1),,Go to Cash Balance,http://localhost:4850/#/tables
14:24:55,Imperial Kitcehn DH(1002),0001,IT Melanie(1),,addCashIn 0 dailyCheckId : 000020,http://localhost:4850/#/daily/cashBalance
14:25:47,Imperial Kitcehn DH(1002),0001,IT Melanie(1),,addCashIn 260400 dailyCheckId : 000020,http://localhost:4850/#/daily/cashBalance
14:28:32,Imperial Kitchen(15),0001,IT Melanie(1),,Log Off,http://localhost:4850/#/tables
14:28:32,Imperial Kitchen(15),0001,IT Melanie(1),,logOff,http://localhost:4850/#/tables
14:29:34,Imperial Kitchen(15),0001,IT Melanie(1),,Log In,http://localhost:4850/#/
14:29:37,Imperial Kitchen(15),0001,IT Melanie(1),,Log In ERROR PASSWORD,http://localhost:4850/#/
14:29:41,Imperial Kitchen(15),0001,IT Melanie(1),,Log In Success,http://localhost:4850/#/
14:30:41,Imperial Kitchen(15),0001,IT Melanie(1),,please close 3 tables!,http://localhost:4850/#/tables
14:31:49,Imperial Kitchen(15),0001,IT Melanie(1),,items,http://localhost:4850/#/tables
14:35:55,Imperial Kitchen(15),0001,IT Melanie(1),,Sign Off,http://localhost:4850/#/tables
14:36:00,Imperial Kitchen(15),0001,IT Melanie(1),,click setting,http://localhost:4850/#/tables
14:36:18,Imperial Kitchen(15),0001,IT Melanie(1),,click setting,http://localhost:4850/#/tables
14:36:20,Imperial Kitchen(15),0001,IT Melanie(1),,click Report,http://localhost:4850/#/setting
14:36:22,Imperial Kitchen(15),0001,IT Melanie(1),,click Adjustment Item,http://localhost:4850/#/transaction
14:36:24,Imperial Kitchen(15),0001,IT Melanie(1),,click setting,http://localhost:4850/#/items
15:13:49,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:28:16,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:28:42,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:28:58,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:31:41,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:31:58,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:32:02,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing,http://localhost:4850/#/setting
