time,outletId,workStationId,userId,bill,action,url,method,server
12:07:31,Imperial Kitchen(15),0005,sa (76),000093,Go to Menu,http://localhost:4850/#/tables
12:07:31,Imperial Kitchen(15),0005,sa (76),000093,Menu Lookup 0,http://localhost:4850/#/menu?id=000093
12:07:39,Imperial Kitchen(15),0005,sa (76),000093,Exit Without Order,http://localhost:4850/#/menu?id=000093
12:07:39,Imperial Kitchen(15),0005,sa (76),,Clear Lock Table,http://localhost:4850/#/menu?id=000093
12:07:43,Imperial Kitchen(15),0005,sa (76),250912000427,Go to Menu,http://localhost:4850/#/tables
12:07:43,Imperial Kitchen(15),0005,sa (76),250912000427,Menu Lookup 0,http://localhost:4850/#/menu?id=250912000427
12:07:47,Imperial Kitchen(15),0005,sa (76),,Clear Lock Table,http://localhost:4850/#/menu?id=250912000427
12:07:48,Imperial Kitchen(15),0005,sa (76),250912000427,Go to Menu,http://localhost:4850/#/tables
12:07:48,Imperial Kitchen(15),0005,sa (76),250912000427,Menu Lookup 0,http://localhost:4850/#/menu?id=250912000427
12:07:52,Imperial Kitchen(15),0005,sa (76),250912000427,Exit Without Order,http://localhost:4850/#/menu?id=250912000427
12:07:52,Imperial Kitchen(15),0005,sa (76),,Clear Lock Table,http://localhost:4850/#/menu?id=250912000427
12:07:54,Imperial Kitchen(15),0005,sa (76),,WARNING Daily Close ?,http://localhost:4850/#/tables
12:07:54,Imperial Kitchen(15),0005,sa (76),,Daily Close -> YES,http://localhost:4850/#/tables
12:08:03,Imperial Kitchen(15),0005,sa (76),,Select Table TA1,http://localhost:4850/#/tables
12:08:05,Imperial Kitchen(15),0005,sa (76),,New Order Imperial Kitchen(15) Cover : 4, Table : TA1(15),http://localhost:4850/#/tables
12:08:05,Imperial Kitchen(15),0005,sa (76),000094,Go to Menu,http://localhost:4850/#/tables
12:08:05,Imperial Kitchen(15),0005,sa (76),000094,Menu Lookup 0,http://localhost:4850/#/menu?id=000094
12:08:16,Imperial Kitchen(15),0005,sa (76),,Clear Lock Table,http://localhost:4850/#/menu?id=000094
12:36:29,Imperial Kitchen(15),0005,sa (76),,Change Map Dine In,http://localhost:4850/#/tables
12:36:29,Imperial Kitchen(15),0005,sa (76),,Change Map Other,http://localhost:4850/#/tables
12:36:32,Imperial Kitchen(15),0005,sa (76),,Select Table TA2,http://localhost:4850/#/tables
12:36:34,Imperial Kitchen(15),0005,sa (76),,Select Table TA2,http://localhost:4850/#/tables
12:36:35,Imperial Kitchen(15),0005,sa (76),,New Order Imperial Kitchen(15) Cover : 4, Table : TA2(4),http://localhost:4850/#/tables
12:36:35,Imperial Kitchen(15),0005,sa (76),000095,Go to Menu,http://localhost:4850/#/tables
12:36:35,Imperial Kitchen(15),0005,sa (76),000095,Menu Lookup 0,http://localhost:4850/#/menu?id=000095
12:36:47,Imperial Kitchen(15),0005,sa (76),,Clear Lock Table,http://localhost:4850/#/menu?id=000095
12:42:12,Imperial Kitchen(15),0005,sa (76),000095,Go to Menu,http://localhost:4850/#/tables
12:42:12,Imperial Kitchen(15),0005,sa (76),000095,Menu Lookup 0,http://localhost:4850/#/menu?id=000095
12:42:14,Imperial Kitchen(15),0005,sa (76),000095,Menu Lookup 1,http://localhost:4850/#/menu?id=000095
12:42:14,Imperial Kitchen(15),0005,sa (76),000095,Menu Lookup 3,http://localhost:4850/#/menu?id=000095
12:42:15,Imperial Kitchen(15),0005,sa (76),000095,Add Menu PASSION CCNT DELIGHT(25) @20000.00,http://localhost:4850/#/menu?id=000095
12:42:15,Imperial Kitchen(15),0005,sa (76),000095,Add Menu MANGGO KYOTO(24) @30000.00,http://localhost:4850/#/menu?id=000095
12:42:15,Imperial Kitchen(15),0005,sa (76),000095,Add Menu STRAWBERRY MOJITO(26) @10000.00,http://localhost:4850/#/menu?id=000095
12:42:16,Imperial Kitchen(15),0005,sa (76),000095,Add Menu PASSION CCNT DELIGHT(25) @20000.00,http://localhost:4850/#/menu?id=000095
