id,closed,startDate,closeDate,startBalance,closeBalance,totalTables,totalCover,totalBill,totalItem,discount,sc,tax,subTotal,grandTotal
000057,1,2025-09-22 14:47:53,2025-09-23 13:29:55,0,1,0,0,0,0,0,0,0,0,0
