id,closed,startDate,closeDate,startBalance,closeBalance,totalTables,totalCover,totalBill,totalItem,discount,sc,tax,subTotal,grandTotal
000043,1,2025-08-26 11:39:49,2025-08-28 13:21:40,0,1,0,0,0,0,0,0,0,0,0
