id,closed,startDate,closeDate,startBalance,closeBalance,totalTables,totalCover,totalBill,totalItem,discount,sc,tax,subTotal,grandTotal
000051,1,2025-09-11 11:38:31,2025-09-12 12:24:58,0,1,0,0,0,0,0,0,0,0,0
