id,closed,startDate,closeDate,startBalance,closeBalance,totalTables,totalCover,totalBill,totalItem,discount,sc,tax,subTotal,grandTotal
000050,1,2025-09-10 12:01:53,2025-09-11 11:38:28,0,1,0,0,0,0,0,0,0,0,0
