id,closed,startDate,closeDate,startBalance,closeBalance,totalTables,totalCover,totalBill,totalItem,discount,sc,tax,subTotal,grandTotal
000035,1,2025-08-07 16:42:28,2025-08-13 18:01:36,0,1,0,0,0,0,0,0,0,0,0
