id,closed,startDate,closeDate,startBalance,closeBalance,totalTables,totalCover,totalBill,totalItem,discount,sc,tax,subTotal,grandTotal
000033,1,2025-07-29 13:14:57,2025-07-30 12:21:22,0,1,0,0,0,0,0,0,0,0,0
