id,closed,startDate,closeDate,startBalance,closeBalance,totalTables,totalCover,totalBill,totalItem,discount,sc,tax,subTotal,grandTotal
000054,1,2025-09-16 13:32:37,2025-09-18 13:11:31,0,1,0,0,0,0,0,0,0,0,0
